Regulator	Target
ENSG00000101336	ENSG00000185386
ENSG00000165025	ENSG00000185386
ENSG00000140009	ENSG00000185386
ENSG00000006451	ENSG00000185386
ENSG00000197122	ENSG00000185386
ENSG00000136238	ENSG00000185386
ENSG00000000938	ENSG00000185386
ENSG00000100385	ENSG00000185386
ENSG00000101017	ENSG00000185386
ENSG00000127191	ENSG00000185386
ENSG00000034152	ENSG00000185386
ENSG00000182866	ENSG00000185386
ENSG00000108984	ENSG00000185386
ENSG00000139625	ENSG00000185386
ENSG00000077264	ENSG00000185386
ENSG00000149269	ENSG00000185386
ENSG00000108984	ENSG00000188130
ENSG00000034152	ENSG00000188130
ENSG00000108984	ENSG00000156711
ENSG00000034152	ENSG00000156711
ENSG00000078401	ENSG00000112062
ENSG00000065135	ENSG00000112062
ENSG00000091879	ENSG00000112062
ENSG00000254087	ENSG00000112062
ENSG00000071051	ENSG00000112062
ENSG00000134460	ENSG00000112062
ENSG00000185386	ENSG00000112062
ENSG00000006451	ENSG00000112062
ENSG00000102245	ENSG00000112062
ENSG00000169032	ENSG00000112062
ENSG00000113520	ENSG00000112062
ENSG00000171587	ENSG00000112062
ENSG00000154188	ENSG00000112062
ENSG00000147168	ENSG00000112062
ENSG00000101336	ENSG00000112062
ENSG00000175104	ENSG00000112062
ENSG00000127955	ENSG00000112062
ENSG00000077238	ENSG00000112062
ENSG00000197122	ENSG00000112062
ENSG00000060558	ENSG00000112062
ENSG00000128052	ENSG00000112062
ENSG00000101017	ENSG00000112062
ENSG00000176105	ENSG00000112062
ENSG00000156049	ENSG00000112062
ENSG00000144118	ENSG00000112062
ENSG00000130427	ENSG00000112062
ENSG00000137275	ENSG00000112062
ENSG00000165025	ENSG00000112062
ENSG00000114353	ENSG00000112062
ENSG00000182866	ENSG00000112062
ENSG00000186469	ENSG00000112062
ENSG00000078369	ENSG00000112062
ENSG00000112715	ENSG00000112062
ENSG00000182621	ENSG00000112062
ENSG00000149269	ENSG00000112062
ENSG00000109471	ENSG00000112062
ENSG00000136160	ENSG00000112062
ENSG00000198909	ENSG00000112062
ENSG00000136573	ENSG00000112062
ENSG00000127191	ENSG00000112062
ENSG00000139625	ENSG00000112062
ENSG00000034152	ENSG00000112062
ENSG00000128266	ENSG00000112062
ENSG00000000938	ENSG00000112062
ENSG00000162434	ENSG00000112062
ENSG00000105639	ENSG00000112062
ENSG00000180370	ENSG00000112062
ENSG00000120156	ENSG00000112062
ENSG00000010810	ENSG00000112062
ENSG00000088256	ENSG00000112062
ENSG00000187266	ENSG00000112062
ENSG00000095015	ENSG00000112062
ENSG00000100385	ENSG00000112062
ENSG00000162889	ENSG00000112062
ENSG00000158092	ENSG00000112062
ENSG00000136238	ENSG00000112062
ENSG00000108984	ENSG00000112062
ENSG00000267534	ENSG00000112062
ENSG00000077264	ENSG00000112062
ENSG00000087258	ENSG00000112062
ENSG00000149782	ENSG00000112062
ENSG00000137841	ENSG00000112062
ENSG00000065559	ENSG00000112062
ENSG00000156052	ENSG00000112062
ENSG00000184545	ENSG00000112062
ENSG00000070831	ENSG00000112062
ENSG00000136280	ENSG00000112062
ENSG00000160691	ENSG00000112062
ENSG00000115085	ENSG00000102882
ENSG00000065675	ENSG00000102882
ENSG00000105568	ENSG00000102882
ENSG00000140575	ENSG00000102882
ENSG00000198400	ENSG00000102882
ENSG00000186810	ENSG00000102882
ENSG00000138755	ENSG00000102882
ENSG00000160654	ENSG00000102882
ENSG00000259207	ENSG00000102882
ENSG00000104695	ENSG00000102882
ENSG00000128266	ENSG00000102882
ENSG00000137672	ENSG00000102882
ENSG00000137713	ENSG00000102882
ENSG00000165527	ENSG00000102882
ENSG00000070729	ENSG00000102882
ENSG00000175793	ENSG00000102882
ENSG00000157168	ENSG00000102882
ENSG00000138448	ENSG00000102882
ENSG00000182866	ENSG00000102882
ENSG00000120875	ENSG00000102882
ENSG00000114353	ENSG00000102882
ENSG00000198515	ENSG00000102882
ENSG00000172270	ENSG00000102882
ENSG00000112640	ENSG00000102882
ENSG00000136244	ENSG00000102882
ENSG00000139318	ENSG00000102882
ENSG00000170289	ENSG00000102882
ENSG00000114251	ENSG00000102882
ENSG00000155886	ENSG00000102882
ENSG00000259384	ENSG00000102882
ENSG00000181104	ENSG00000102882
ENSG00000163737	ENSG00000102882
ENSG00000184979	ENSG00000102882
ENSG00000140443	ENSG00000102882
ENSG00000197122	ENSG00000102882
ENSG00000134352	ENSG00000102882
ENSG00000136487	ENSG00000102882
ENSG00000010610	ENSG00000102882
ENSG00000160712	ENSG00000102882
ENSG00000169439	ENSG00000102882
ENSG00000178568	ENSG00000102882
ENSG00000184489	ENSG00000102882
ENSG00000164924	ENSG00000102882
ENSG00000019991	ENSG00000102882
ENSG00000165125	ENSG00000102882
ENSG00000111537	ENSG00000102882
ENSG00000127955	ENSG00000102882
ENSG00000177885	ENSG00000102882
ENSG00000112964	ENSG00000102882
ENSG00000115884	ENSG00000102882
ENSG00000144730	ENSG00000102882
ENSG00000164400	ENSG00000102882
ENSG00000105329	ENSG00000102882
ENSG00000074621	ENSG00000102882
ENSG00000141068	ENSG00000102882
ENSG00000115415	ENSG00000102882
ENSG00000276045	ENSG00000102882
ENSG00000106991	ENSG00000102882
ENSG00000065361	ENSG00000102882
ENSG00000160691	ENSG00000102882
ENSG00000169032	ENSG00000102882
ENSG00000116473	ENSG00000102882
ENSG00000134259	ENSG00000102882
ENSG00000144191	ENSG00000102882
ENSG00000126934	ENSG00000102882
ENSG00000213694	ENSG00000102882
ENSG00000196924	ENSG00000102882
ENSG00000125910	ENSG00000102882
ENSG00000017427	ENSG00000102882
ENSG00000172156	ENSG00000102882
ENSG00000137486	ENSG00000102882
ENSG00000120129	ENSG00000102882
ENSG00000164086	ENSG00000102882
ENSG00000007264	ENSG00000102882
ENSG00000087266	ENSG00000102882
ENSG00000105976	ENSG00000102882
ENSG00000105397	ENSG00000102882
ENSG00000156234	ENSG00000102882
ENSG00000158769	ENSG00000102882
ENSG00000096968	ENSG00000102882
ENSG00000141480	ENSG00000102882
ENSG00000169248	ENSG00000102882
ENSG00000109458	ENSG00000102882
ENSG00000141736	ENSG00000102882
ENSG00000157764	ENSG00000102882
ENSG00000124145	ENSG00000102882
ENSG00000121858	ENSG00000102882
ENSG00000115904	ENSG00000102882
ENSG00000039068	ENSG00000102882
ENSG00000198851	ENSG00000102882
ENSG00000154229	ENSG00000102882
ENSG00000134308	ENSG00000102882
ENSG00000196126	ENSG00000102882
ENSG00000138685	ENSG00000102882
ENSG00000065135	ENSG00000102882
ENSG00000087258	ENSG00000102882
ENSG00000132155	ENSG00000102882
ENSG00000169245	ENSG00000102882
ENSG00000143851	ENSG00000102882
ENSG00000179295	ENSG00000102882
ENSG00000166913	ENSG00000102882
ENSG00000198821	ENSG00000102882
ENSG00000138741	ENSG00000102882
ENSG00000108953	ENSG00000102882
ENSG00000180340	ENSG00000102882
ENSG00000067560	ENSG00000102882
ENSG00000204287	ENSG00000102882
ENSG00000027697	ENSG00000102882
ENSG00000129219	ENSG00000102882
ENSG00000108861	ENSG00000102882
ENSG00000006062	ENSG00000102882
ENSG00000113575	ENSG00000102882
ENSG00000170989	ENSG00000102882
ENSG00000267534	ENSG00000102882
ENSG00000170027	ENSG00000102882
ENSG00000161133	ENSG00000102882
ENSG00000162434	ENSG00000102882
ENSG00000128245	ENSG00000102882
ENSG00000166501	ENSG00000102882
ENSG00000167286	ENSG00000102882
ENSG00000109471	ENSG00000102882
ENSG00000254087	ENSG00000102882
ENSG00000169047	ENSG00000102882
ENSG00000139318	ENSG00000166484
ENSG00000137713	ENSG00000166484
ENSG00000113575	ENSG00000166484
ENSG00000120875	ENSG00000166484
ENSG00000104695	ENSG00000166484
ENSG00000105568	ENSG00000166484
ENSG00000164086	ENSG00000166484
ENSG00000137764	ENSG00000166484
ENSG00000108861	ENSG00000166484
ENSG00000112640	ENSG00000166484
ENSG00000113580	ENSG00000107643
ENSG00000095015	ENSG00000107643
ENSG00000065675	ENSG00000107643
ENSG00000180340	ENSG00000107643
ENSG00000115607	ENSG00000107643
ENSG00000168621	ENSG00000107643
ENSG00000176697	ENSG00000107643
ENSG00000120156	ENSG00000107643
ENSG00000076984	ENSG00000107643
ENSG00000142856	ENSG00000107643
ENSG00000150782	ENSG00000107643
ENSG00000167193	ENSG00000107643
ENSG00000065135	ENSG00000107643
ENSG00000006451	ENSG00000107643
ENSG00000196924	ENSG00000107643
ENSG00000154188	ENSG00000107643
ENSG00000156052	ENSG00000107643
ENSG00000175104	ENSG00000107643
ENSG00000142192	ENSG00000107643
ENSG00000157168	ENSG00000107643
ENSG00000131323	ENSG00000107643
ENSG00000114353	ENSG00000107643
ENSG00000127955	ENSG00000107643
ENSG00000115604	ENSG00000107643
ENSG00000128266	ENSG00000107643
ENSG00000102245	ENSG00000107643
ENSG00000070831	ENSG00000107643
ENSG00000145715	ENSG00000107643
ENSG00000197122	ENSG00000107643
ENSG00000169439	ENSG00000107643
ENSG00000147257	ENSG00000107643
ENSG00000134243	ENSG00000107643
ENSG00000158092	ENSG00000107643
ENSG00000166501	ENSG00000107643
ENSG00000078401	ENSG00000107643
ENSG00000267534	ENSG00000107643
ENSG00000151617	ENSG00000107643
ENSG00000134460	ENSG00000107643
ENSG00000144118	ENSG00000107643
ENSG00000156049	ENSG00000107643
ENSG00000114251	ENSG00000107643
ENSG00000010671	ENSG00000107643
ENSG00000067560	ENSG00000107643
ENSG00000065559	ENSG00000107643
ENSG00000120899	ENSG00000107643
ENSG00000169071	ENSG00000107643
ENSG00000105639	ENSG00000107643
ENSG00000143933	ENSG00000107643
ENSG00000050820	ENSG00000107643
ENSG00000171587	ENSG00000107643
ENSG00000049130	ENSG00000107643
ENSG00000160691	ENSG00000107643
ENSG00000019991	ENSG00000107643
ENSG00000108984	ENSG00000107643
ENSG00000141736	ENSG00000107643
ENSG00000100385	ENSG00000107643
ENSG00000198668	ENSG00000107643
ENSG00000130427	ENSG00000107643
ENSG00000064300	ENSG00000107643
ENSG00000087258	ENSG00000107643
ENSG00000115325	ENSG00000107643
ENSG00000165731	ENSG00000107643
ENSG00000179222	ENSG00000107643
ENSG00000109458	ENSG00000107643
ENSG00000109471	ENSG00000107643
ENSG00000101017	ENSG00000107643
ENSG00000067606	ENSG00000107643
ENSG00000157404	ENSG00000107643
ENSG00000187266	ENSG00000107643
ENSG00000171606	ENSG00000107643
ENSG00000060558	ENSG00000107643
ENSG00000162434	ENSG00000107643
ENSG00000151892	ENSG00000107643
ENSG00000149269	ENSG00000107643
ENSG00000182866	ENSG00000107643
ENSG00000254087	ENSG00000107643
ENSG00000088256	ENSG00000107643
ENSG00000105976	ENSG00000107643
ENSG00000134259	ENSG00000107643
ENSG00000160014	ENSG00000107643
ENSG00000127191	ENSG00000107643
ENSG00000065361	ENSG00000107643
ENSG00000136238	ENSG00000107643
ENSG00000147168	ENSG00000107643
ENSG00000147168	ENSG00000050748
ENSG00000076984	ENSG00000050748
ENSG00000160014	ENSG00000050748
ENSG00000134259	ENSG00000050748
ENSG00000144118	ENSG00000050748
ENSG00000115604	ENSG00000050748
ENSG00000134243	ENSG00000050748
ENSG00000147257	ENSG00000050748
ENSG00000134460	ENSG00000050748
ENSG00000100385	ENSG00000050748
ENSG00000114251	ENSG00000050748
ENSG00000102245	ENSG00000050748
ENSG00000127191	ENSG00000050748
ENSG00000169071	ENSG00000050748
ENSG00000176697	ENSG00000050748
ENSG00000179222	ENSG00000050748
ENSG00000105639	ENSG00000050748
ENSG00000160691	ENSG00000050748
ENSG00000065559	ENSG00000050748
ENSG00000175104	ENSG00000050748
ENSG00000115607	ENSG00000050748
ENSG00000070831	ENSG00000050748
ENSG00000182866	ENSG00000050748
ENSG00000196924	ENSG00000050748
ENSG00000180340	ENSG00000050748
ENSG00000171606	ENSG00000050748
ENSG00000162434	ENSG00000050748
ENSG00000064300	ENSG00000050748
ENSG00000006451	ENSG00000050748
ENSG00000067606	ENSG00000050748
ENSG00000143933	ENSG00000050748
ENSG00000101017	ENSG00000050748
ENSG00000142192	ENSG00000050748
ENSG00000109471	ENSG00000050748
ENSG00000131323	ENSG00000050748
ENSG00000136238	ENSG00000050748
ENSG00000198668	ENSG00000050748
ENSG00000150782	ENSG00000050748
ENSG00000075651	ENSG00000119487
ENSG00000129219	ENSG00000119487
ENSG00000165699	ENSG00000119487
ENSG00000103197	ENSG00000119487
ENSG00000185386	ENSG00000162889
ENSG00000112062	ENSG00000162889
ENSG00000108984	ENSG00000162889
ENSG00000034152	ENSG00000162889
ENSG00000185386	ENSG00000114738
ENSG00000034152	ENSG00000114738
ENSG00000108984	ENSG00000114738
ENSG00000112062	ENSG00000114738
ENSG00000112062	ENSG00000089022
ENSG00000108984	ENSG00000089022
ENSG00000185386	ENSG00000089022
ENSG00000034152	ENSG00000089022
ENSG00000157456	ENSG00000101367
ENSG00000135476	ENSG00000101367
ENSG00000170312	ENSG00000101367
ENSG00000008128	ENSG00000101367
ENSG00000134057	ENSG00000101367
ENSG00000248333	ENSG00000101367
ENSG00000174672	ENSG00000186868
ENSG00000160469	ENSG00000186868
ENSG00000082701	ENSG00000186868
ENSG00000164305	ENSG00000186868
ENSG00000188130	ENSG00000186868
ENSG00000156711	ENSG00000186868
ENSG00000072518	ENSG00000186868
ENSG00000154229	ENSG00000277443
ENSG00000266173	ENSG00000072518
ENSG00000118046	ENSG00000072518
ENSG00000082146	ENSG00000072518
ENSG00000135932	ENSG00000072518
ENSG00000082146	ENSG00000007047
ENSG00000118046	ENSG00000007047
ENSG00000266173	ENSG00000007047
ENSG00000135932	ENSG00000007047
ENSG00000116984	ENSG00000166986
ENSG00000126522	ENSG00000166986
ENSG00000116984	ENSG00000247626
ENSG00000126522	ENSG00000247626
ENSG00000151067	ENSG00000127241
ENSG00000155886	ENSG00000127241
ENSG00000074621	ENSG00000127241
ENSG00000188467	ENSG00000127241
ENSG00000127955	ENSG00000127241
ENSG00000100678	ENSG00000127241
ENSG00000165995	ENSG00000127241
ENSG00000167535	ENSG00000127241
ENSG00000185052	ENSG00000127241
ENSG00000183023	ENSG00000127241
ENSG00000089060	ENSG00000127241
ENSG00000007402	ENSG00000127241
ENSG00000157388	ENSG00000127241
ENSG00000114353	ENSG00000127241
ENSG00000140090	ENSG00000127241
ENSG00000118160	ENSG00000127241
ENSG00000183023	ENSG00000009724
ENSG00000165995	ENSG00000009724
ENSG00000118160	ENSG00000009724
ENSG00000185052	ENSG00000009724
ENSG00000007402	ENSG00000009724
ENSG00000155886	ENSG00000009724
ENSG00000151067	ENSG00000009724
ENSG00000157388	ENSG00000009724
ENSG00000167535	ENSG00000009724
ENSG00000140090	ENSG00000009724
ENSG00000100678	ENSG00000009724
ENSG00000074621	ENSG00000009724
ENSG00000188467	ENSG00000009724
ENSG00000127955	ENSG00000009724
ENSG00000089060	ENSG00000009724
ENSG00000114353	ENSG00000009724
ENSG00000134057	ENSG00000120539
ENSG00000170312	ENSG00000120539
ENSG00000104951	ENSG00000151224
ENSG00000145692	ENSG00000151224
ENSG00000198650	ENSG00000151224
ENSG00000198650	ENSG00000168906
ENSG00000118513	ENSG00000168906
ENSG00000145692	ENSG00000168906
ENSG00000185591	ENSG00000168906
ENSG00000104951	ENSG00000168906
ENSG00000198650	ENSG00000038274
ENSG00000104951	ENSG00000038274
ENSG00000145692	ENSG00000038274
ENSG00000049130	ENSG00000007264
ENSG00000157404	ENSG00000007264
ENSG00000160703	ENSG00000088888
ENSG00000140853	ENSG00000088888
ENSG00000068308	ENSG00000088888
ENSG00000078747	ENSG00000088888
ENSG00000127445	ENSG00000125952
ENSG00000066027	ENSG00000125952
ENSG00000145604	ENSG00000125952
ENSG00000103126	ENSG00000125952
ENSG00000086758	ENSG00000125952
ENSG00000180370	ENSG00000125952
ENSG00000113575	ENSG00000125952
ENSG00000082701	ENSG00000125952
ENSG00000109670	ENSG00000125952
ENSG00000188467	ENSG00000165471
ENSG00000127955	ENSG00000165471
ENSG00000114353	ENSG00000165471
ENSG00000074621	ENSG00000165471
ENSG00000185052	ENSG00000165471
ENSG00000157388	ENSG00000165471
ENSG00000100678	ENSG00000165471
ENSG00000155886	ENSG00000165471
ENSG00000089060	ENSG00000165471
ENSG00000167535	ENSG00000165471
ENSG00000007402	ENSG00000165471
ENSG00000183023	ENSG00000165471
ENSG00000118160	ENSG00000165471
ENSG00000165995	ENSG00000165471
ENSG00000151067	ENSG00000165471
ENSG00000140090	ENSG00000165471
ENSG00000119927	ENSG00000172197
ENSG00000138678	ENSG00000172197
ENSG00000108788	ENSG00000172197
ENSG00000158669	ENSG00000172197
ENSG00000009950	ENSG00000172197
ENSG00000186281	ENSG00000172197
ENSG00000138678	ENSG00000143797
ENSG00000119927	ENSG00000143797
ENSG00000186281	ENSG00000143797
ENSG00000158669	ENSG00000143797
ENSG00000108788	ENSG00000143797
ENSG00000009950	ENSG00000143797
ENSG00000108788	ENSG00000100294
ENSG00000169710	ENSG00000100294
ENSG00000073282	ENSG00000100294
ENSG00000009950	ENSG00000100294
ENSG00000076555	ENSG00000100294
ENSG00000170522	ENSG00000100294
ENSG00000078900	ENSG00000100294
ENSG00000278540	ENSG00000100294
ENSG00000149313	ENSG00000100294
ENSG00000152463	ENSG00000100294
ENSG00000151093	ENSG00000100294
ENSG00000107902	ENSG00000078070
ENSG00000117054	ENSG00000078070
ENSG00000180817	ENSG00000078070
ENSG00000127884	ENSG00000078070
ENSG00000128928	ENSG00000078070
ENSG00000113790	ENSG00000078070
ENSG00000159267	ENSG00000078070
ENSG00000084754	ENSG00000078070
ENSG00000138777	ENSG00000078070
ENSG00000180817	ENSG00000131844
ENSG00000159267	ENSG00000131844
ENSG00000117054	ENSG00000131844
ENSG00000084754	ENSG00000131844
ENSG00000138777	ENSG00000131844
ENSG00000127884	ENSG00000131844
ENSG00000128928	ENSG00000131844
ENSG00000113790	ENSG00000131844
ENSG00000107902	ENSG00000131844
ENSG00000175198	ENSG00000124370
ENSG00000114054	ENSG00000124370
ENSG00000140538	ENSG00000126217
ENSG00000185652	ENSG00000126217
ENSG00000101412	ENSG00000143384
ENSG00000143437	ENSG00000143384
ENSG00000142208	ENSG00000143384
ENSG00000100644	ENSG00000143384
ENSG00000114126	ENSG00000143384
ENSG00000198176	ENSG00000143384
ENSG00000175054	ENSG00000065328
ENSG00000164053	ENSG00000065328
ENSG00000133119	ENSG00000073111
ENSG00000136273	ENSG00000073111
ENSG00000124762	ENSG00000073111
ENSG00000111445	ENSG00000073111
ENSG00000105325	ENSG00000073111
ENSG00000006634	ENSG00000073111
ENSG00000123374	ENSG00000073111
ENSG00000097046	ENSG00000073111
ENSG00000133101	ENSG00000073111
ENSG00000172613	ENSG00000073111
ENSG00000164053	ENSG00000073111
ENSG00000175054	ENSG00000073111
ENSG00000152942	ENSG00000073111
ENSG00000139687	ENSG00000073111
ENSG00000132383	ENSG00000073111
ENSG00000117748	ENSG00000073111
ENSG00000163918	ENSG00000073111
ENSG00000163781	ENSG00000073111
ENSG00000049541	ENSG00000073111
ENSG00000113456	ENSG00000073111
ENSG00000145386	ENSG00000073111
ENSG00000111276	ENSG00000073111
ENSG00000139687	ENSG00000112118
ENSG00000175054	ENSG00000112118
ENSG00000124762	ENSG00000112118
ENSG00000006634	ENSG00000112118
ENSG00000111276	ENSG00000112118
ENSG00000164053	ENSG00000112118
ENSG00000097046	ENSG00000112118
ENSG00000101412	ENSG00000112118
ENSG00000133101	ENSG00000112118
ENSG00000198176	ENSG00000112118
ENSG00000112242	ENSG00000112118
ENSG00000007968	ENSG00000112118
ENSG00000123374	ENSG00000112118
ENSG00000105325	ENSG00000112118
ENSG00000145386	ENSG00000112118
ENSG00000145386	ENSG00000104738
ENSG00000097046	ENSG00000104738
ENSG00000105325	ENSG00000104738
ENSG00000175054	ENSG00000104738
ENSG00000006634	ENSG00000104738
ENSG00000164053	ENSG00000104738
ENSG00000133101	ENSG00000104738
ENSG00000139687	ENSG00000104738
ENSG00000111276	ENSG00000104738
ENSG00000118513	ENSG00000104738
ENSG00000123374	ENSG00000104738
ENSG00000124762	ENSG00000104738
ENSG00000164053	ENSG00000100297
ENSG00000111276	ENSG00000100297
ENSG00000105325	ENSG00000100297
ENSG00000175054	ENSG00000100297
ENSG00000139687	ENSG00000100297
ENSG00000133101	ENSG00000100297
ENSG00000124762	ENSG00000100297
ENSG00000123374	ENSG00000100297
ENSG00000145386	ENSG00000100297
ENSG00000097046	ENSG00000100297
ENSG00000006634	ENSG00000100297
ENSG00000097046	ENSG00000076003
ENSG00000124762	ENSG00000076003
ENSG00000105325	ENSG00000076003
ENSG00000145386	ENSG00000076003
ENSG00000133101	ENSG00000076003
ENSG00000006634	ENSG00000076003
ENSG00000123374	ENSG00000076003
ENSG00000111276	ENSG00000076003
ENSG00000175054	ENSG00000076003
ENSG00000164053	ENSG00000076003
ENSG00000139687	ENSG00000076003
ENSG00000105325	ENSG00000166508
ENSG00000124762	ENSG00000166508
ENSG00000139687	ENSG00000166508
ENSG00000145386	ENSG00000166508
ENSG00000175054	ENSG00000166508
ENSG00000097046	ENSG00000166508
ENSG00000133101	ENSG00000166508
ENSG00000123374	ENSG00000166508
ENSG00000006634	ENSG00000166508
ENSG00000111276	ENSG00000166508
ENSG00000164053	ENSG00000166508
ENSG00000111276	ENSG00000125885
ENSG00000105325	ENSG00000125885
ENSG00000139687	ENSG00000125885
ENSG00000164053	ENSG00000125885
ENSG00000124762	ENSG00000125885
ENSG00000133101	ENSG00000125885
ENSG00000123374	ENSG00000125885
ENSG00000145386	ENSG00000125885
ENSG00000175054	ENSG00000125885
ENSG00000151067	ENSG00000090674
ENSG00000100678	ENSG00000090674
ENSG00000155886	ENSG00000090674
ENSG00000165995	ENSG00000090674
ENSG00000114353	ENSG00000090674
ENSG00000183023	ENSG00000090674
ENSG00000089060	ENSG00000090674
ENSG00000157214	ENSG00000090674
ENSG00000188467	ENSG00000090674
ENSG00000167535	ENSG00000090674
ENSG00000007402	ENSG00000090674
ENSG00000106089	ENSG00000090674
ENSG00000115107	ENSG00000090674
ENSG00000140090	ENSG00000090674
ENSG00000157388	ENSG00000090674
ENSG00000127955	ENSG00000090674
ENSG00000220205	ENSG00000090674
ENSG00000074621	ENSG00000090674
ENSG00000118160	ENSG00000090674
ENSG00000185052	ENSG00000090674
ENSG00000183023	ENSG00000153898
ENSG00000100678	ENSG00000153898
ENSG00000074621	ENSG00000153898
ENSG00000114353	ENSG00000153898
ENSG00000151067	ENSG00000153898
ENSG00000127955	ENSG00000153898
ENSG00000165995	ENSG00000153898
ENSG00000188467	ENSG00000153898
ENSG00000118160	ENSG00000153898
ENSG00000106089	ENSG00000153898
ENSG00000220205	ENSG00000153898
ENSG00000140090	ENSG00000153898
ENSG00000155886	ENSG00000153898
ENSG00000185052	ENSG00000153898
ENSG00000157388	ENSG00000153898
ENSG00000089060	ENSG00000153898
ENSG00000007402	ENSG00000153898
ENSG00000167535	ENSG00000153898
ENSG00000140090	ENSG00000055732
ENSG00000151067	ENSG00000055732
ENSG00000118160	ENSG00000055732
ENSG00000089060	ENSG00000055732
ENSG00000157388	ENSG00000055732
ENSG00000167535	ENSG00000055732
ENSG00000220205	ENSG00000055732
ENSG00000185052	ENSG00000055732
ENSG00000100678	ENSG00000055732
ENSG00000114353	ENSG00000055732
ENSG00000155886	ENSG00000055732
ENSG00000106089	ENSG00000055732
ENSG00000165995	ENSG00000055732
ENSG00000007402	ENSG00000055732
ENSG00000183023	ENSG00000055732
ENSG00000127955	ENSG00000055732
ENSG00000074621	ENSG00000055732
ENSG00000188467	ENSG00000055732
ENSG00000177889	ENSG00000137337
ENSG00000149311	ENSG00000137337
ENSG00000172482	ENSG00000014641
ENSG00000082212	ENSG00000014641
ENSG00000134333	ENSG00000014641
ENSG00000108528	ENSG00000014641
ENSG00000120053	ENSG00000014641
ENSG00000166123	ENSG00000014641
ENSG00000183048	ENSG00000014641
ENSG00000151376	ENSG00000014641
ENSG00000113492	ENSG00000014641
ENSG00000062485	ENSG00000014641
ENSG00000065833	ENSG00000014641
ENSG00000167701	ENSG00000014641
ENSG00000166800	ENSG00000014641
ENSG00000166796	ENSG00000014641
ENSG00000173599	ENSG00000014641
ENSG00000091483	ENSG00000014641
ENSG00000125166	ENSG00000014641
ENSG00000111716	ENSG00000014641
ENSG00000203797	ENSG00000014641
ENSG00000104951	ENSG00000014641
ENSG00000171989	ENSG00000014641
ENSG00000124253	ENSG00000014641
ENSG00000131473	ENSG00000014641
ENSG00000100889	ENSG00000014641
ENSG00000114021	ENSG00000014641
ENSG00000203797	ENSG00000146701
ENSG00000104951	ENSG00000146701
ENSG00000166123	ENSG00000146701
ENSG00000113492	ENSG00000146701
ENSG00000173599	ENSG00000146701
ENSG00000125166	ENSG00000146701
ENSG00000062485	ENSG00000146701
ENSG00000091483	ENSG00000146701
ENSG00000172482	ENSG00000146701
ENSG00000120053	ENSG00000146701
ENSG00000100889	ENSG00000146701
ENSG00000065833	ENSG00000146701
ENSG00000111716	ENSG00000146701
ENSG00000124253	ENSG00000146701
ENSG00000166800	ENSG00000146701
ENSG00000166796	ENSG00000146701
ENSG00000151376	ENSG00000146701
ENSG00000114021	ENSG00000146701
ENSG00000082212	ENSG00000146701
ENSG00000108528	ENSG00000146701
ENSG00000131473	ENSG00000146701
ENSG00000167701	ENSG00000146701
ENSG00000183048	ENSG00000146701
ENSG00000134333	ENSG00000146701
ENSG00000171989	ENSG00000146701
ENSG00000078043	ENSG00000135679
ENSG00000187555	ENSG00000135679
ENSG00000132383	ENSG00000135679
ENSG00000126883	ENSG00000135679
ENSG00000117748	ENSG00000135679
ENSG00000119383	ENSG00000135679
ENSG00000145349	ENSG00000135679
ENSG00000170836	ENSG00000135679
ENSG00000100401	ENSG00000135679
ENSG00000153201	ENSG00000135679
ENSG00000123374	ENSG00000135679
ENSG00000111445	ENSG00000135679
ENSG00000113456	ENSG00000135679
ENSG00000152942	ENSG00000135679
ENSG00000114166	ENSG00000135679
ENSG00000113575	ENSG00000135679
ENSG00000142208	ENSG00000135679
ENSG00000178568	ENSG00000135679
ENSG00000136273	ENSG00000135679
ENSG00000198625	ENSG00000135679
ENSG00000196591	ENSG00000135679
ENSG00000163918	ENSG00000135679
ENSG00000175054	ENSG00000135679
ENSG00000196367	ENSG00000135679
ENSG00000105221	ENSG00000135679
ENSG00000068028	ENSG00000135679
ENSG00000033800	ENSG00000135679
ENSG00000213024	ENSG00000135679
ENSG00000132182	ENSG00000135679
ENSG00000172613	ENSG00000135679
ENSG00000117020	ENSG00000135679
ENSG00000148660	ENSG00000135679
ENSG00000124789	ENSG00000135679
ENSG00000164053	ENSG00000135679
ENSG00000113328	ENSG00000135679
ENSG00000133119	ENSG00000135679
ENSG00000149311	ENSG00000135679
ENSG00000204209	ENSG00000135679
ENSG00000073282	ENSG00000135679
ENSG00000145386	ENSG00000135679
ENSG00000141510	ENSG00000135679
ENSG00000149136	ENSG00000135679
ENSG00000078900	ENSG00000135679
ENSG00000049541	ENSG00000135679
ENSG00000103275	ENSG00000135679
ENSG00000163781	ENSG00000135679
ENSG00000070808	ENSG00000135679
ENSG00000097007	ENSG00000135679
ENSG00000058404	ENSG00000135679
ENSG00000149311	ENSG00000198625
ENSG00000198650	ENSG00000065833
ENSG00000104951	ENSG00000065833
ENSG00000067225	ENSG00000065833
ENSG00000143156	ENSG00000065833
ENSG00000005339	ENSG00000065833
ENSG00000140396	ENSG00000065833
ENSG00000131828	ENSG00000065833
ENSG00000166800	ENSG00000065833
ENSG00000111716	ENSG00000065833
ENSG00000142453	ENSG00000065833
ENSG00000167701	ENSG00000065833
ENSG00000166796	ENSG00000065833
ENSG00000172482	ENSG00000065833
ENSG00000130589	ENSG00000065833
