Regulator	Target
ENSG00000108242	ENSG00000138115
ENSG00000158786	ENSG00000138115
ENSG00000168970	ENSG00000138115
ENSG00000167600	ENSG00000138115
ENSG00000203857	ENSG00000138115
ENSG00000111144	ENSG00000138115
ENSG00000100078	ENSG00000138115
ENSG00000111275	ENSG00000138115
ENSG00000140505	ENSG00000138115
ENSG00000188257	ENSG00000138115
ENSG00000069764	ENSG00000138115
ENSG00000143819	ENSG00000138115
ENSG00000021461	ENSG00000138115
ENSG00000106258	ENSG00000138115
ENSG00000072210	ENSG00000138115
ENSG00000160870	ENSG00000138115
ENSG00000197446	ENSG00000138115
ENSG00000025423	ENSG00000138115
ENSG00000171954	ENSG00000138115
ENSG00000188784	ENSG00000138115
ENSG00000127472	ENSG00000138115
ENSG00000108786	ENSG00000138115
ENSG00000160868	ENSG00000138115
ENSG00000138061	ENSG00000138115
ENSG00000132196	ENSG00000138115
ENSG00000137124	ENSG00000138115
ENSG00000243708	ENSG00000138115
ENSG00000143149	ENSG00000138115
ENSG00000138308	ENSG00000138115
ENSG00000123739	ENSG00000138115
ENSG00000177465	ENSG00000138115
ENSG00000204228	ENSG00000138115
ENSG00000170890	ENSG00000138115
ENSG00000198077	ENSG00000138115
ENSG00000188089	ENSG00000138115
ENSG00000197838	ENSG00000138115
ENSG00000186526	ENSG00000138115
ENSG00000086696	ENSG00000138115
ENSG00000187980	ENSG00000138115
ENSG00000255974	ENSG00000138115
ENSG00000163803	ENSG00000138115
ENSG00000149084	ENSG00000138115
ENSG00000184227	ENSG00000138115
ENSG00000119673	ENSG00000138115
ENSG00000142973	ENSG00000138115
ENSG00000130948	ENSG00000138115
ENSG00000186115	ENSG00000138115
ENSG00000165092	ENSG00000138115
ENSG00000100197	ENSG00000138115
ENSG00000164904	ENSG00000138115
ENSG00000171903	ENSG00000138109
ENSG00000186526	ENSG00000138109
ENSG00000137124	ENSG00000138109
ENSG00000179593	ENSG00000138109
ENSG00000138061	ENSG00000138109
ENSG00000255974	ENSG00000138109
ENSG00000184227	ENSG00000138109
ENSG00000184381	ENSG00000138109
ENSG00000119673	ENSG00000138109
ENSG00000025423	ENSG00000138109
ENSG00000243708	ENSG00000138109
ENSG00000197408	ENSG00000138109
ENSG00000168970	ENSG00000138109
ENSG00000128918	ENSG00000138109
ENSG00000187980	ENSG00000138109
ENSG00000108786	ENSG00000138109
ENSG00000160868	ENSG00000138109
ENSG00000161905	ENSG00000138109
ENSG00000116711	ENSG00000138109
ENSG00000165092	ENSG00000138109
ENSG00000130649	ENSG00000138109
ENSG00000171954	ENSG00000138109
ENSG00000097021	ENSG00000138109
ENSG00000134716	ENSG00000138109
ENSG00000177465	ENSG00000138109
ENSG00000163803	ENSG00000138109
ENSG00000165841	ENSG00000138109
ENSG00000188257	ENSG00000138109
ENSG00000197446	ENSG00000138109
ENSG00000204228	ENSG00000138109
ENSG00000106258	ENSG00000138109
ENSG00000188784	ENSG00000138109
ENSG00000117215	ENSG00000138109
ENSG00000158786	ENSG00000138109
ENSG00000170890	ENSG00000138109
ENSG00000186529	ENSG00000138109
ENSG00000100197	ENSG00000138109
ENSG00000160870	ENSG00000138109
ENSG00000188089	ENSG00000138109
ENSG00000108242	ENSG00000138109
ENSG00000111275	ENSG00000138109
ENSG00000138308	ENSG00000138109
ENSG00000164904	ENSG00000138109
ENSG00000197838	ENSG00000138109
ENSG00000143819	ENSG00000138109
ENSG00000149084	ENSG00000138109
ENSG00000187048	ENSG00000138109
ENSG00000130948	ENSG00000138109
ENSG00000100078	ENSG00000138109
ENSG00000142973	ENSG00000138109
ENSG00000132196	ENSG00000138109
ENSG00000111144	ENSG00000138109
ENSG00000167600	ENSG00000138109
ENSG00000123739	ENSG00000138109
ENSG00000086696	ENSG00000138109
ENSG00000203859	ENSG00000138109
ENSG00000021461	ENSG00000138109
ENSG00000186115	ENSG00000138109
ENSG00000072210	ENSG00000138109
ENSG00000140505	ENSG00000138109
ENSG00000127472	ENSG00000138109
ENSG00000203857	ENSG00000138109
ENSG00000138115	ENSG00000138109
ENSG00000138356	ENSG00000138109
ENSG00000143149	ENSG00000138109
ENSG00000069764	ENSG00000138109
ENSG00000140465	ENSG00000138109
ENSG00000198077	ENSG00000138109
ENSG00000160870	ENSG00000100197
ENSG00000165841	ENSG00000100197
ENSG00000130649	ENSG00000100197
ENSG00000140465	ENSG00000100197
ENSG00000134716	ENSG00000100197
ENSG00000160868	ENSG00000100197
ENSG00000108242	ENSG00000100197
ENSG00000138115	ENSG00000100197
ENSG00000138109	ENSG00000100197
ENSG00000021461	ENSG00000100197
ENSG00000106258	ENSG00000100197
ENSG00000197408	ENSG00000100197
ENSG00000138061	ENSG00000100197
ENSG00000140505	ENSG00000100197
ENSG00000196616	ENSG00000130649
ENSG00000170899	ENSG00000130649
ENSG00000138061	ENSG00000130649
ENSG00000168970	ENSG00000130649
ENSG00000134184	ENSG00000130649
ENSG00000177465	ENSG00000130649
ENSG00000188257	ENSG00000130649
ENSG00000204228	ENSG00000130649
ENSG00000243955	ENSG00000130649
ENSG00000106258	ENSG00000130649
ENSG00000148834	ENSG00000130649
ENSG00000197888	ENSG00000130649
ENSG00000168765	ENSG00000130649
ENSG00000271271	ENSG00000130649
ENSG00000138308	ENSG00000130649
ENSG00000241119	ENSG00000130649
ENSG00000100078	ENSG00000130649
ENSG00000184227	ENSG00000130649
ENSG00000197838	ENSG00000130649
ENSG00000135220	ENSG00000130649
ENSG00000187980	ENSG00000130649
ENSG00000203857	ENSG00000130649
ENSG00000197446	ENSG00000130649
ENSG00000117448	ENSG00000130649
ENSG00000156096	ENSG00000130649
ENSG00000084207	ENSG00000130649
ENSG00000196620	ENSG00000130649
ENSG00000187758	ENSG00000130649
ENSG00000086696	ENSG00000130649
ENSG00000182793	ENSG00000130649
ENSG00000213366	ENSG00000130649
ENSG00000158786	ENSG00000130649
ENSG00000242515	ENSG00000130649
ENSG00000117215	ENSG00000130649
ENSG00000134716	ENSG00000130649
ENSG00000196433	ENSG00000130649
ENSG00000165841	ENSG00000130649
ENSG00000213759	ENSG00000130649
ENSG00000277656	ENSG00000130649
ENSG00000184381	ENSG00000130649
ENSG00000255974	ENSG00000130649
ENSG00000149084	ENSG00000130649
ENSG00000198099	ENSG00000130649
ENSG00000163803	ENSG00000130649
ENSG00000143149	ENSG00000130649
ENSG00000167600	ENSG00000130649
ENSG00000188784	ENSG00000130649
ENSG00000143198	ENSG00000130649
ENSG00000025423	ENSG00000130649
ENSG00000164904	ENSG00000130649
ENSG00000197408	ENSG00000130649
ENSG00000172955	ENSG00000130649
ENSG00000196344	ENSG00000130649
ENSG00000097021	ENSG00000130649
ENSG00000140465	ENSG00000130649
ENSG00000174156	ENSG00000130649
ENSG00000100197	ENSG00000130649
ENSG00000197448	ENSG00000130649
ENSG00000243135	ENSG00000130649
ENSG00000140505	ENSG00000130649
ENSG00000138356	ENSG00000130649
ENSG00000085871	ENSG00000130649
ENSG00000244122	ENSG00000130649
ENSG00000203859	ENSG00000130649
ENSG00000188089	ENSG00000130649
ENSG00000072210	ENSG00000130649
ENSG00000134202	ENSG00000130649
ENSG00000128918	ENSG00000130649
ENSG00000069764	ENSG00000130649
ENSG00000108786	ENSG00000130649
ENSG00000008394	ENSG00000130649
ENSG00000244067	ENSG00000130649
ENSG00000134201	ENSG00000130649
ENSG00000099984	ENSG00000130649
ENSG00000021461	ENSG00000130649
ENSG00000123739	ENSG00000130649
ENSG00000242366	ENSG00000130649
ENSG00000132196	ENSG00000130649
ENSG00000161905	ENSG00000130649
ENSG00000244474	ENSG00000130649
ENSG00000119673	ENSG00000130649
ENSG00000170890	ENSG00000130649
ENSG00000127472	ENSG00000130649
ENSG00000243708	ENSG00000130649
ENSG00000135226	ENSG00000130649
ENSG00000065621	ENSG00000130649
ENSG00000248144	ENSG00000130649
ENSG00000116711	ENSG00000130649
ENSG00000109181	ENSG00000130649
ENSG00000165092	ENSG00000130649
ENSG00000143819	ENSG00000130649
ENSG00000171234	ENSG00000130649
ENSG00000130948	ENSG00000130649
ENSG00000138115	ENSG00000130649
ENSG00000111275	ENSG00000130649
ENSG00000160868	ENSG00000130649
ENSG00000108242	ENSG00000130649
ENSG00000138109	ENSG00000130649
ENSG00000137124	ENSG00000130649
ENSG00000197894	ENSG00000130649
ENSG00000160870	ENSG00000130649
ENSG00000167165	ENSG00000130649
ENSG00000241635	ENSG00000130649
ENSG00000173610	ENSG00000130649
ENSG00000240224	ENSG00000130649
ENSG00000198077	ENSG00000130649
ENSG00000100577	ENSG00000130649
ENSG00000168765	ENSG00000197446
ENSG00000160868	ENSG00000197446
ENSG00000196344	ENSG00000197446
ENSG00000135220	ENSG00000197446
ENSG00000241119	ENSG00000197446
ENSG00000177465	ENSG00000197446
ENSG00000134202	ENSG00000197446
ENSG00000065621	ENSG00000197446
ENSG00000109181	ENSG00000197446
ENSG00000197888	ENSG00000197446
ENSG00000084207	ENSG00000197446
ENSG00000277656	ENSG00000197446
ENSG00000140465	ENSG00000197446
ENSG00000244474	ENSG00000197446
ENSG00000130649	ENSG00000197446
ENSG00000085871	ENSG00000197446
ENSG00000165841	ENSG00000197446
ENSG00000135226	ENSG00000197446
ENSG00000242515	ENSG00000197446
ENSG00000138061	ENSG00000197446
ENSG00000242366	ENSG00000197446
ENSG00000197448	ENSG00000197446
ENSG00000128918	ENSG00000197446
ENSG00000008394	ENSG00000197446
ENSG00000117448	ENSG00000197446
ENSG00000134184	ENSG00000197446
ENSG00000174156	ENSG00000197446
ENSG00000108242	ENSG00000197446
ENSG00000148834	ENSG00000197446
ENSG00000213366	ENSG00000197446
ENSG00000213759	ENSG00000197446
ENSG00000172955	ENSG00000197446
ENSG00000196620	ENSG00000197446
ENSG00000143819	ENSG00000197446
ENSG00000171234	ENSG00000197446
ENSG00000170899	ENSG00000197446
ENSG00000100577	ENSG00000197446
ENSG00000198099	ENSG00000197446
ENSG00000182793	ENSG00000197446
ENSG00000243955	ENSG00000197446
ENSG00000138356	ENSG00000197446
ENSG00000106258	ENSG00000197446
ENSG00000244122	ENSG00000197446
ENSG00000156096	ENSG00000197446
ENSG00000173610	ENSG00000197446
ENSG00000138109	ENSG00000197446
ENSG00000165092	ENSG00000197446
ENSG00000243135	ENSG00000197446
ENSG00000241635	ENSG00000197446
ENSG00000138115	ENSG00000197446
ENSG00000196616	ENSG00000197446
ENSG00000187758	ENSG00000197446
ENSG00000134716	ENSG00000197446
ENSG00000184227	ENSG00000197446
ENSG00000244067	ENSG00000197446
ENSG00000143198	ENSG00000197446
ENSG00000021461	ENSG00000197446
ENSG00000167165	ENSG00000197446
ENSG00000134201	ENSG00000197446
ENSG00000160870	ENSG00000197446
ENSG00000097021	ENSG00000197446
ENSG00000119673	ENSG00000197446
ENSG00000271271	ENSG00000197446
ENSG00000140505	ENSG00000197446
ENSG00000240224	ENSG00000197446
ENSG00000248144	ENSG00000197446
ENSG00000197894	ENSG00000197446
ENSG00000099984	ENSG00000197446
ENSG00000196433	ENSG00000197446
ENSG00000119673	ENSG00000134716
ENSG00000184227	ENSG00000134716
ENSG00000149084	ENSG00000134716
ENSG00000184381	ENSG00000134716
ENSG00000171903	ENSG00000134716
ENSG00000177465	ENSG00000134716
ENSG00000187048	ENSG00000134716
ENSG00000204228	ENSG00000134716
ENSG00000111144	ENSG00000134716
ENSG00000243708	ENSG00000134716
ENSG00000203857	ENSG00000134716
ENSG00000142973	ENSG00000134716
ENSG00000100078	ENSG00000134716
ENSG00000072210	ENSG00000134716
ENSG00000161905	ENSG00000134716
ENSG00000138061	ENSG00000134716
ENSG00000168970	ENSG00000134716
ENSG00000130649	ENSG00000134716
ENSG00000086696	ENSG00000134716
ENSG00000117215	ENSG00000134716
ENSG00000108786	ENSG00000134716
ENSG00000138356	ENSG00000134716
ENSG00000163803	ENSG00000134716
ENSG00000128918	ENSG00000134716
ENSG00000116711	ENSG00000134716
ENSG00000186526	ENSG00000134716
ENSG00000158786	ENSG00000134716
ENSG00000186529	ENSG00000134716
ENSG00000160870	ENSG00000134716
ENSG00000197446	ENSG00000134716
ENSG00000255974	ENSG00000134716
ENSG00000138308	ENSG00000134716
ENSG00000123739	ENSG00000134716
ENSG00000187980	ENSG00000134716
ENSG00000197838	ENSG00000134716
ENSG00000203859	ENSG00000134716
ENSG00000165841	ENSG00000134716
ENSG00000197408	ENSG00000134716
ENSG00000097021	ENSG00000134716
ENSG00000025423	ENSG00000134716
ENSG00000165092	ENSG00000134716
ENSG00000198077	ENSG00000134716
ENSG00000127472	ENSG00000134716
ENSG00000164904	ENSG00000134716
ENSG00000069764	ENSG00000134716
ENSG00000143149	ENSG00000134716
ENSG00000170890	ENSG00000134716
ENSG00000160868	ENSG00000134716
ENSG00000130948	ENSG00000134716
ENSG00000188089	ENSG00000134716
ENSG00000138115	ENSG00000134716
ENSG00000111275	ENSG00000134716
ENSG00000143819	ENSG00000134716
ENSG00000167600	ENSG00000134716
ENSG00000021461	ENSG00000134716
ENSG00000179593	ENSG00000134716
ENSG00000140465	ENSG00000134716
ENSG00000171954	ENSG00000134716
ENSG00000188784	ENSG00000134716
ENSG00000140505	ENSG00000134716
ENSG00000106258	ENSG00000134716
ENSG00000137124	ENSG00000134716
ENSG00000132196	ENSG00000134716
ENSG00000108242	ENSG00000134716
ENSG00000186115	ENSG00000134716
ENSG00000188257	ENSG00000134716
ENSG00000138109	ENSG00000134716
ENSG00000100197	ENSG00000134716
ENSG00000106258	ENSG00000167600
ENSG00000277656	ENSG00000167600
ENSG00000138061	ENSG00000167600
ENSG00000165841	ENSG00000167600
ENSG00000165092	ENSG00000167600
ENSG00000140465	ENSG00000167600
ENSG00000140505	ENSG00000167600
ENSG00000160870	ENSG00000167600
ENSG00000244067	ENSG00000167600
ENSG00000213366	ENSG00000167600
ENSG00000138356	ENSG00000167600
ENSG00000182793	ENSG00000167600
ENSG00000134716	ENSG00000167600
ENSG00000134184	ENSG00000167600
ENSG00000099984	ENSG00000167600
ENSG00000108242	ENSG00000167600
ENSG00000138109	ENSG00000167600
ENSG00000174156	ENSG00000167600
ENSG00000084207	ENSG00000167600
ENSG00000196433	ENSG00000167600
ENSG00000021461	ENSG00000167600
ENSG00000170899	ENSG00000167600
ENSG00000008394	ENSG00000167600
ENSG00000243955	ENSG00000167600
ENSG00000065621	ENSG00000167600
ENSG00000148834	ENSG00000167600
ENSG00000160868	ENSG00000167600
ENSG00000138115	ENSG00000167600
ENSG00000197448	ENSG00000167600
ENSG00000134202	ENSG00000167600
ENSG00000085871	ENSG00000167600
ENSG00000143198	ENSG00000167600
ENSG00000143819	ENSG00000167600
ENSG00000100577	ENSG00000167600
ENSG00000168765	ENSG00000167600
ENSG00000128918	ENSG00000167600
ENSG00000134201	ENSG00000167600
ENSG00000130649	ENSG00000167600
ENSG00000119673	ENSG00000155016
ENSG00000097021	ENSG00000155016
ENSG00000177465	ENSG00000155016
ENSG00000184227	ENSG00000155016
ENSG00000036530	ENSG00000146233
ENSG00000255974	ENSG00000160868
ENSG00000164904	ENSG00000160868
ENSG00000243708	ENSG00000160868
ENSG00000123739	ENSG00000160868
ENSG00000158786	ENSG00000160868
ENSG00000188257	ENSG00000160868
ENSG00000069764	ENSG00000160868
ENSG00000140465	ENSG00000160868
ENSG00000165841	ENSG00000160868
ENSG00000161905	ENSG00000160868
ENSG00000184227	ENSG00000160868
ENSG00000149084	ENSG00000160868
ENSG00000108242	ENSG00000160868
ENSG00000111275	ENSG00000160868
ENSG00000072210	ENSG00000160868
ENSG00000025423	ENSG00000160868
ENSG00000165092	ENSG00000160868
ENSG00000130948	ENSG00000160868
ENSG00000138109	ENSG00000160868
ENSG00000204228	ENSG00000160868
ENSG00000197408	ENSG00000160868
ENSG00000187980	ENSG00000160868
ENSG00000203859	ENSG00000160868
ENSG00000130649	ENSG00000160868
ENSG00000117215	ENSG00000160868
ENSG00000140505	ENSG00000160868
ENSG00000127472	ENSG00000160868
ENSG00000188784	ENSG00000160868
ENSG00000086696	ENSG00000160868
ENSG00000119673	ENSG00000160868
ENSG00000203857	ENSG00000160868
ENSG00000100078	ENSG00000160868
ENSG00000138356	ENSG00000160868
ENSG00000137124	ENSG00000160868
ENSG00000143149	ENSG00000160868
ENSG00000116711	ENSG00000160868
ENSG00000188089	ENSG00000160868
ENSG00000168970	ENSG00000160868
ENSG00000197838	ENSG00000160868
ENSG00000108786	ENSG00000160868
ENSG00000197446	ENSG00000160868
ENSG00000138308	ENSG00000160868
ENSG00000198077	ENSG00000160868
ENSG00000132196	ENSG00000160868
ENSG00000134716	ENSG00000160868
ENSG00000100197	ENSG00000160868
ENSG00000167600	ENSG00000160868
ENSG00000138061	ENSG00000160868
ENSG00000177465	ENSG00000160868
ENSG00000143819	ENSG00000160868
ENSG00000097021	ENSG00000160868
ENSG00000170890	ENSG00000160868
ENSG00000184381	ENSG00000160868
ENSG00000163803	ENSG00000160868
ENSG00000128918	ENSG00000160868
ENSG00000138115	ENSG00000160868
ENSG00000197408	ENSG00000021461
ENSG00000243708	ENSG00000021461
ENSG00000184227	ENSG00000021461
ENSG00000177465	ENSG00000021461
ENSG00000116711	ENSG00000021461
ENSG00000149084	ENSG00000021461
ENSG00000165841	ENSG00000021461
ENSG00000255974	ENSG00000021461
ENSG00000188089	ENSG00000021461
ENSG00000137124	ENSG00000021461
ENSG00000168970	ENSG00000021461
ENSG00000197446	ENSG00000021461
ENSG00000167600	ENSG00000021461
ENSG00000203859	ENSG00000021461
ENSG00000108242	ENSG00000021461
ENSG00000198077	ENSG00000021461
ENSG00000143149	ENSG00000021461
ENSG00000097021	ENSG00000021461
ENSG00000123739	ENSG00000021461
ENSG00000161905	ENSG00000021461
ENSG00000143819	ENSG00000021461
ENSG00000140465	ENSG00000021461
ENSG00000158786	ENSG00000021461
ENSG00000138109	ENSG00000021461
ENSG00000128918	ENSG00000021461
ENSG00000111275	ENSG00000021461
ENSG00000204228	ENSG00000021461
ENSG00000163803	ENSG00000021461
ENSG00000100197	ENSG00000021461
ENSG00000119673	ENSG00000021461
ENSG00000130649	ENSG00000021461
ENSG00000170890	ENSG00000021461
ENSG00000134716	ENSG00000021461
ENSG00000086696	ENSG00000021461
ENSG00000138356	ENSG00000021461
ENSG00000130948	ENSG00000021461
ENSG00000025423	ENSG00000021461
ENSG00000138061	ENSG00000021461
ENSG00000184381	ENSG00000021461
ENSG00000100078	ENSG00000021461
ENSG00000188784	ENSG00000021461
ENSG00000069764	ENSG00000021461
ENSG00000187980	ENSG00000021461
ENSG00000140505	ENSG00000021461
ENSG00000108786	ENSG00000021461
ENSG00000127472	ENSG00000021461
ENSG00000203857	ENSG00000021461
ENSG00000072210	ENSG00000021461
ENSG00000132196	ENSG00000021461
ENSG00000197838	ENSG00000021461
ENSG00000117215	ENSG00000021461
ENSG00000164904	ENSG00000021461
ENSG00000138115	ENSG00000021461
ENSG00000138308	ENSG00000021461
ENSG00000188257	ENSG00000021461
ENSG00000165092	ENSG00000021461
ENSG00000243708	ENSG00000106258
ENSG00000117215	ENSG00000106258
ENSG00000163803	ENSG00000106258
ENSG00000130948	ENSG00000106258
ENSG00000184381	ENSG00000106258
ENSG00000167600	ENSG00000106258
ENSG00000140465	ENSG00000106258
ENSG00000111275	ENSG00000106258
ENSG00000165841	ENSG00000106258
ENSG00000197446	ENSG00000106258
ENSG00000164904	ENSG00000106258
ENSG00000255974	ENSG00000106258
ENSG00000138356	ENSG00000106258
ENSG00000134716	ENSG00000106258
ENSG00000138308	ENSG00000106258
ENSG00000161905	ENSG00000106258
ENSG00000116711	ENSG00000106258
ENSG00000198077	ENSG00000106258
ENSG00000100197	ENSG00000106258
ENSG00000158786	ENSG00000106258
ENSG00000203857	ENSG00000106258
ENSG00000188089	ENSG00000106258
ENSG00000128918	ENSG00000106258
ENSG00000138109	ENSG00000106258
ENSG00000188257	ENSG00000106258
ENSG00000197408	ENSG00000106258
ENSG00000127472	ENSG00000106258
ENSG00000184227	ENSG00000106258
ENSG00000123739	ENSG00000106258
ENSG00000025423	ENSG00000106258
ENSG00000177465	ENSG00000106258
ENSG00000197838	ENSG00000106258
ENSG00000097021	ENSG00000106258
ENSG00000137124	ENSG00000106258
ENSG00000140505	ENSG00000106258
ENSG00000168970	ENSG00000106258
ENSG00000086696	ENSG00000106258
ENSG00000149084	ENSG00000106258
ENSG00000203859	ENSG00000106258
ENSG00000072210	ENSG00000106258
ENSG00000100078	ENSG00000106258
ENSG00000143819	ENSG00000106258
ENSG00000187980	ENSG00000106258
ENSG00000138061	ENSG00000106258
ENSG00000165092	ENSG00000106258
ENSG00000130649	ENSG00000106258
ENSG00000108242	ENSG00000106258
ENSG00000143149	ENSG00000106258
ENSG00000204228	ENSG00000106258
ENSG00000108786	ENSG00000106258
ENSG00000170890	ENSG00000106258
ENSG00000188784	ENSG00000106258
ENSG00000069764	ENSG00000106258
ENSG00000119673	ENSG00000106258
ENSG00000132196	ENSG00000106258
ENSG00000138115	ENSG00000106258
ENSG00000072210	ENSG00000160870
ENSG00000086696	ENSG00000160870
ENSG00000138356	ENSG00000160870
ENSG00000100197	ENSG00000160870
ENSG00000116711	ENSG00000160870
ENSG00000143819	ENSG00000160870
ENSG00000164904	ENSG00000160870
ENSG00000140505	ENSG00000160870
ENSG00000165841	ENSG00000160870
ENSG00000197446	ENSG00000160870
ENSG00000111275	ENSG00000160870
ENSG00000204228	ENSG00000160870
ENSG00000188257	ENSG00000160870
ENSG00000188784	ENSG00000160870
ENSG00000188089	ENSG00000160870
ENSG00000128918	ENSG00000160870
ENSG00000138308	ENSG00000160870
ENSG00000069764	ENSG00000160870
ENSG00000198077	ENSG00000160870
ENSG00000123739	ENSG00000160870
ENSG00000203857	ENSG00000160870
ENSG00000243708	ENSG00000160870
ENSG00000138061	ENSG00000160870
ENSG00000117215	ENSG00000160870
ENSG00000197838	ENSG00000160870
ENSG00000097021	ENSG00000160870
ENSG00000161905	ENSG00000160870
ENSG00000108242	ENSG00000160870
ENSG00000165092	ENSG00000160870
ENSG00000158786	ENSG00000160870
ENSG00000100078	ENSG00000160870
ENSG00000203859	ENSG00000160870
ENSG00000127472	ENSG00000160870
ENSG00000168970	ENSG00000160870
ENSG00000170890	ENSG00000160870
ENSG00000143149	ENSG00000160870
ENSG00000184227	ENSG00000160870
ENSG00000132196	ENSG00000160870
ENSG00000140465	ENSG00000160870
ENSG00000149084	ENSG00000160870
ENSG00000255974	ENSG00000160870
ENSG00000138109	ENSG00000160870
ENSG00000163803	ENSG00000160870
ENSG00000130649	ENSG00000160870
ENSG00000187980	ENSG00000160870
ENSG00000167600	ENSG00000160870
ENSG00000137124	ENSG00000160870
ENSG00000025423	ENSG00000160870
ENSG00000108786	ENSG00000160870
ENSG00000134716	ENSG00000160870
ENSG00000138115	ENSG00000160870
ENSG00000184381	ENSG00000160870
ENSG00000197408	ENSG00000160870
ENSG00000130948	ENSG00000160870
ENSG00000119673	ENSG00000160870
ENSG00000177465	ENSG00000160870
ENSG00000107798	ENSG00000036530
ENSG00000170835	ENSG00000036530
ENSG00000116133	ENSG00000036530
ENSG00000171903	ENSG00000187048
ENSG00000177200	ENSG00000187048
ENSG00000140396	ENSG00000187048
ENSG00000162365	ENSG00000187048
ENSG00000125686	ENSG00000187048
ENSG00000119673	ENSG00000187048
ENSG00000184227	ENSG00000187048
ENSG00000197408	ENSG00000187048
ENSG00000186526	ENSG00000187048
ENSG00000082014	ENSG00000187048
ENSG00000134716	ENSG00000187048
ENSG00000130589	ENSG00000187048
ENSG00000084676	ENSG00000187048
ENSG00000177465	ENSG00000187048
ENSG00000138115	ENSG00000187048
ENSG00000138356	ENSG00000187048
ENSG00000177565	ENSG00000187048
ENSG00000165841	ENSG00000187048
ENSG00000142453	ENSG00000187048
ENSG00000198646	ENSG00000187048
ENSG00000108242	ENSG00000187048
ENSG00000005339	ENSG00000187048
ENSG00000165092	ENSG00000187048
ENSG00000097021	ENSG00000187048
ENSG00000142973	ENSG00000187048
ENSG00000186951	ENSG00000187048
ENSG00000186115	ENSG00000187048
ENSG00000137574	ENSG00000187048
ENSG00000186529	ENSG00000187048
ENSG00000138109	ENSG00000187048
ENSG00000186350	ENSG00000187048
ENSG00000128918	ENSG00000187048
ENSG00000101849	ENSG00000187048
ENSG00000171954	ENSG00000187048
ENSG00000111144	ENSG00000187048
ENSG00000111144	ENSG00000162365
ENSG00000171903	ENSG00000162365
ENSG00000097021	ENSG00000162365
ENSG00000119673	ENSG00000162365
ENSG00000165092	ENSG00000162365
ENSG00000128918	ENSG00000162365
ENSG00000138356	ENSG00000162365
ENSG00000177465	ENSG00000162365
ENSG00000184227	ENSG00000162365
ENSG00000186526	ENSG00000162365
ENSG00000142973	ENSG00000162365
ENSG00000187048	ENSG00000162365
ENSG00000171954	ENSG00000162365
ENSG00000186115	ENSG00000162365
ENSG00000186529	ENSG00000162365
ENSG00000165841	ENSG00000142973
ENSG00000111144	ENSG00000142973
ENSG00000186115	ENSG00000142973
ENSG00000162365	ENSG00000142973
ENSG00000171954	ENSG00000142973
ENSG00000138115	ENSG00000142973
ENSG00000197408	ENSG00000142973
ENSG00000187048	ENSG00000142973
ENSG00000171903	ENSG00000142973
ENSG00000138109	ENSG00000142973
ENSG00000186529	ENSG00000142973
ENSG00000186526	ENSG00000142973
ENSG00000134716	ENSG00000142973
ENSG00000108242	ENSG00000142973
ENSG00000197408	ENSG00000171903
ENSG00000097021	ENSG00000171903
ENSG00000142973	ENSG00000171903
ENSG00000138109	ENSG00000171903
ENSG00000187048	ENSG00000171903
ENSG00000186526	ENSG00000171903
ENSG00000111144	ENSG00000171903
ENSG00000177465	ENSG00000171903
ENSG00000162365	ENSG00000171903
ENSG00000186115	ENSG00000171903
ENSG00000165841	ENSG00000171903
ENSG00000184227	ENSG00000171903
ENSG00000134716	ENSG00000171903
ENSG00000186529	ENSG00000171903
ENSG00000138115	ENSG00000171903
ENSG00000108242	ENSG00000171903
ENSG00000119673	ENSG00000171903
ENSG00000171954	ENSG00000171903
ENSG00000073756	ENSG00000186204
ENSG00000095303	ENSG00000186204
ENSG00000111144	ENSG00000186115
ENSG00000097021	ENSG00000186115
ENSG00000171954	ENSG00000186115
ENSG00000073756	ENSG00000186115
ENSG00000162365	ENSG00000186115
ENSG00000197408	ENSG00000186115
ENSG00000138115	ENSG00000186115
ENSG00000187048	ENSG00000186115
ENSG00000186526	ENSG00000186115
ENSG00000138109	ENSG00000186115
ENSG00000095303	ENSG00000186115
ENSG00000108242	ENSG00000186115
ENSG00000186529	ENSG00000186115
ENSG00000171903	ENSG00000186115
ENSG00000184227	ENSG00000186115
ENSG00000165841	ENSG00000186115
ENSG00000134716	ENSG00000186115
ENSG00000142973	ENSG00000186115
ENSG00000119673	ENSG00000186115
ENSG00000177465	ENSG00000186115
ENSG00000108242	ENSG00000171954
ENSG00000197408	ENSG00000171954
ENSG00000186115	ENSG00000171954
ENSG00000162365	ENSG00000171954
ENSG00000134716	ENSG00000171954
ENSG00000186526	ENSG00000171954
ENSG00000187048	ENSG00000171954
ENSG00000186529	ENSG00000171954
ENSG00000142973	ENSG00000171954
ENSG00000111144	ENSG00000171954
ENSG00000165841	ENSG00000171954
ENSG00000138109	ENSG00000171954
ENSG00000138115	ENSG00000171954
ENSG00000171903	ENSG00000171954
ENSG00000108242	ENSG00000186529
ENSG00000197408	ENSG00000186529
ENSG00000119673	ENSG00000186529
ENSG00000184227	ENSG00000186529
ENSG00000187048	ENSG00000186529
ENSG00000138115	ENSG00000186529
ENSG00000171903	ENSG00000186529
ENSG00000142973	ENSG00000186529
ENSG00000162365	ENSG00000186529
ENSG00000186115	ENSG00000186529
ENSG00000177465	ENSG00000186529
ENSG00000111144	ENSG00000186529
ENSG00000097021	ENSG00000186529
