TCGA.50.5066	TCGA.55.6712	TCGA.55.6979	TCGA.50.5072	TCGA.50.5055	TCGA.NJ.A7XG	TCGA.55.8615	TCGA.73.A9RS	TCGA.55.7914	TCGA.53.7813	TCGA.53.7624	TCGA.50.6595	TCGA.J2.8194	TCGA.55.7227	TCGA.69.7974	TCGA.93.A4JN	TCGA.95.A4VP
ENSG00000260926	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000260927	32	6	4	3	2	17	8	1	3	14	9	2	9	12	6	28	13
ENSG00000260928	0	0	1	0	0	0	3	0	2	0	0	1	3	2	2	4	4
ENSG00000260930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260932	1	0	3	0	0	7	4	3	2	0	2	0	5	2	4	6	2
ENSG00000260933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260939	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260941	35	14	8	34	8	4	10	4	30	8	10	7	23	10	15	21	28
ENSG00000260942	237	21	11	58	18	316	217	168	132	67	85	16	73	125	68	378	184
ENSG00000260943	4	4	76	73	3	110	1	1	33	8	1	4	32	14	69	35	87
ENSG00000260944	2	0	0	0	3	0	0	0	0	0	1	0	0	1	2	2	0
ENSG00000260945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260947	59	2	10	7	1	3	2	3	9	2	4	3	5	7	9	5	12
ENSG00000260948	204	43	9	49	9	55	12	10	110	15	21	5	38	47	63	39	23
ENSG00000260949	18	2	1	3	1	1	1	3	4	2	2	1	2	1	3	6	8
ENSG00000260951	0	3	2	0	34	1	1	0	0	0	0	1	3	1	25	2	0
ENSG00000260953	7	2	2	1	0	0	1	0	2	0	2	3	5	2	6	8	0
ENSG00000260954	6	0	2	1	1	5	0	4	6	0	0	1	4	2	3	4	4
ENSG00000260955	20	1	0	2	1	2	1	1	14	5	2	0	4	0	6	6	6
ENSG00000260957	0	0	0	0	0	15	4	0	0	0	0	0	0	4	1	4	0
ENSG00000260958	0	1	0	8	0	0	0	26	0	0	6	0	0	0	0	0	0
ENSG00000260959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260962	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000260963	0	0	0	33	2	4	5	2	0	3	0	1	2	3	7	1	11
ENSG00000260965	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0
ENSG00000260966	411	73	111	98	93	253	58	37	192	161	60	34	372	138	112	171	77
ENSG00000260967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260969	4	0	0	0	1	0	2	17	0	0	0	0	0	0	0	0	1
ENSG00000260970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260971	22	7	4	14	3	3	4	2	8	5	27	2	9	2	5	23	13
ENSG00000260972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260973	0	0	0	0	0	1	1	0	0	0	0	0	0	4	6	1	0
ENSG00000260974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260976	0	0	0	24	1	0	49	7	0	1	29	0	45	0	0	0	1
ENSG00000260978	2	0	0	1	0	0	0	0	0	0	7	0	8	12	0	0	0
ENSG00000260979	2	1	1	0	13	2	2	0	1	2	3	1	1	1	2	12	4
ENSG00000260981	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16
ENSG00000260983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260988	2	1	1	7	1	7	9	6	18	4	14	1	1	11	12	15	2
ENSG00000260989	11	4	1	0	0	9	3	1	3	1	0	3	9	4	9	5	1
ENSG00000260990	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	2
ENSG00000260991	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1
ENSG00000260992	114	21	18	25	20	88	48	8	177	24	79	18	57	159	153	171	26
ENSG00000260994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260996	16	1	2	13	18	4	7	5	5	4	11	15	19	3	24	13	60
ENSG00000260997	89	60	71	90	81	930	15	8	112	44	37	119	48	425	584	102	149
ENSG00000260999	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000261000	3	0	1	1	4	3	1	0	7	4	1	1	0	9	2	10	2
ENSG00000261002	26	2	14	4	0	18	4	4	8	4	8	1	8	17	19	14	7
ENSG00000261003	1	0	2	4	0	2	0	0	7	1	1	1	0	4	3	2	0
ENSG00000261007	5	3	1	0	0	2	0	0	0	1	0	1	0	1	0	0	0
ENSG00000261008	80	7	3	55	13	81	28	40	27	27	104	17	52	24	51	44	45
ENSG00000261009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261010	0	0	0	12	0	0	0	1	0	0	8	0	0	0	0	0	0
ENSG00000261011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261012	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261018	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261019	16	1	1	5	2	9	5	1	3	6	13	2	8	4	2	9	0
ENSG00000261020	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
ENSG00000261024	5	0	1	0	0	1	3	0	1	5	1	1	1	1	2	0	0
ENSG00000261025	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000261026	8	0	17	1	5	16	1	0	1	5	0	1	7	1	5	13	11
ENSG00000261028	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000261029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261030	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	2	0
ENSG00000261033	7	1	0	6	1	0	7	1	0	1	5	1	1	1	2	1	8
ENSG00000261035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261036	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0
ENSG00000261037	3	0	0	0	1	0	0	0	0	0	0	1	0	0	1	2	0
ENSG00000261038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261039	79	6	0	25	69	0	26	2	2	5	32	29	19	20	10	34	4
ENSG00000261040	126	111	66	364	548	242	31	13	24	16	51	124	229	206	125	372	204
ENSG00000261041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261043	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0
ENSG00000261044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000261045	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	1	0
ENSG00000261046	1	0	0	26	0	0	0	0	0	0	19	0	0	0	0	0	0
ENSG00000261047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261049	2	2	2	2	1	7	0	0	1	4	2	0	2	2	0	3	1
ENSG00000261051	69	17	8	26	8	56	13	10	5	23	42	42	16	19	18	66	26
ENSG00000261052	6	2	1	19	1	5	3	8	0	1	12	0	1	4	0	7	10
ENSG00000261053	3	0	1	0	0	0	0	0	0	0	0	0	6	0	0	1	0
ENSG00000261054	9	2	3	1	0	2	0	0	1	2	2	0	2	2	0	7	2
ENSG00000261055	4	0	2	0	1	0	0	1	0	0	0	1	2	0	0	0	0
ENSG00000261056	17	0	1	1	0	5	1	1	5	2	2	1	1	5	5	11	3
ENSG00000261057	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261058	2	1	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0
ENSG00000261060	9	0	0	4	2	0	0	0	15	0	11	0	14	0	7	5	2
ENSG00000261061	389	84	42	321	101	42	123	170	225	106	598	246	102	115	149	262	302
ENSG00000261063	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000261064	26	5	10	23	13	5	10	6	7	12	9	6	13	17	26	16	9
ENSG00000261065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261067	119	10	11	25	3	129	43	48	23	22	37	9	40	29	34	169	100
ENSG00000261068	174	117	39	99	12	305	34	296	41	19	97	110	81	250	65	82	60
ENSG00000261069	66	0	4	3	2	30	12	29	11	8	0	10	99	20	29	10	8
ENSG00000261070	6	2	1	6	1	0	1	1	2	0	1	0	0	0	0	2	0
ENSG00000261071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261072	3	0	0	2	0	0	0	0	0	0	58	1	0	0	2	0	0
ENSG00000261075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261076	3	1	0	0	2	0	1	0	0	0	0	0	1	0	1	4	0
ENSG00000261077	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261078	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261079	12	1	0	4	5	14	10	1	6	0	1	4	11	5	4	9	7
ENSG00000261080	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0
ENSG00000261081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261082	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
ENSG00000261083	15	6	11	1	3	37	2	3	10	11	1	0	11	18	6	10	13
ENSG00000261084	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ENSG00000261087	1189	157	35	93	60	519	157	54	423	197	95	76	246	200	88	251	96
ENSG00000261089	5	1	0	11	3	67	17	8	16	0	1	3	5	6	40	35	34
ENSG00000261090	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000261092	0	2	0	94	0	3	0	0	0	0	116	1	0	0	1	0	0
ENSG00000261093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261094	210	21	24	23	23	169	46	49	53	96	67	12	70	104	49	276	57
ENSG00000261095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261096	29	0	1	4	1	16	3	2	4	3	5	0	1	7	4	10	3
ENSG00000261097	1	1	2	0	1	0	0	1	2	0	0	1	0	0	2	0	0
ENSG00000261098	354	88	78	53	43	108	28	36	111	95	127	39	85	119	153	209	45
ENSG00000261101	66	9	10	11	4	22	13	12	8	9	13	2	29	5	29	11	5
ENSG00000261102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000261103	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	3	2
ENSG00000261104	519	31	1	27	12	25	0	0	4	10	51	12	63	138	668	31	0
ENSG00000261105	155	34	5	20	46	8	74	18	33	14	25	36	27	22	11	29	30
ENSG00000261108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261113	3	1	0	0	0	2	3	1	1	0	1	0	0	0	3	3	1
ENSG00000261114	85	6	15	8	28	91	15	55	50	56	13	2	25	13	34	80	29
ENSG00000261115	233	39	35	1035	185	7	3	87	21	15	42	71	44	50	46	131	233
ENSG00000261116	18	3	8	588	18	107	2	0	83	101	1708	377	7	14	7	7	1
ENSG00000261117	0	0	0	2	0	2	3	0	0	2	0	0	12	1	6	8	0
ENSG00000261118	33	5	10	10	11	40	16	20	24	13	19	0	28	15	20	59	10
ENSG00000261120	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0
ENSG00000261121	0	1	0	0	0	0	4	3	1	26	1	0	6	0	1	8	0
ENSG00000261122	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000261123	157	22	1	120	10	26	151	9	11	37	18	39	11	5	22	73	4
ENSG00000261124	11	3	1	0	0	5	3	4	6	0	0	3	2	6	0	11	4
ENSG00000261126	132	7	9	12	5	103	80	17	70	29	26	5	23	33	25	178	18
ENSG00000261127	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0
ENSG00000261129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261131	10	1	6	4	4	23	6	2	6	16	7	0	10	7	17	11	16
ENSG00000261135	11	1	1	8	1	14	12	1	0	1	3	1	5	9	0	33	6
ENSG00000261136	86	9	3	12	4	47	11	16	35	33	25	2	19	54	18	117	16
ENSG00000261140	4	1	1	0	0	0	0	2	1	1	2	0	1	2	1	2	0
ENSG00000261141	28	4	2	0	4	25	5	9	16	2	9	6	20	9	13	26	1
ENSG00000261143	10	2	161	18	3	44	6	2	7	2	13	0	8	18	113	48	161
ENSG00000261144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261145	14	0	0	1	0	0	2	0	1	0	1	0	0	0	1	2	0
ENSG00000261146	0	0	0	0	0	0	2	0	5	58	0	0	0	0	0	1	42
ENSG00000261147	10	5	1	16	6	11	7	10	8	6	10	3	8	15	14	11	7
ENSG00000261150	7268	3652	505	818	187	623	1244	436	443	1139	2775	519	2364	616	6248	1819	861
ENSG00000261151	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261156	1	0	0	0	0	0	1	0	1	0	0	3	1	3	0	4	3
ENSG00000261158	9	2	4	0	3	0	0	0	6	3	1	1	1	1	2	10	1
ENSG00000261159	33	1	11	15	6	9	4	4	15	8	11	1	7	7	18	64	34
ENSG00000261161	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261166	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000261167	323	46	39	177	48	129	54	73	215	82	89	24	146	112	75	144	65
ENSG00000261168	24	1	3	4	4	4	9	1	13	1	0	3	7	4	21	8	9
ENSG00000261170	5	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000261172	8	4	16	21	2	144	0	17	50	6	36	5	16	7	6	109	61
ENSG00000261173	15	1	0	4	2	17	2	2	7	8	4	0	5	4	4	31	1
ENSG00000261174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261175	6	538	1	15	12	2	2	0	2	0	6	20	5	3	7	4	11
ENSG00000261177	0	1	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0
ENSG00000261178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261183	517	103	191	880	246	1070	495	513	267	141	652	157	385	759	618	508	421
ENSG00000261184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261186	14	2	3	5	8	11	7	3	1	8	6	1	43	6	5	21	29
ENSG00000261187	23	1	7	10	3	24	8	16	13	6	20	0	5	15	19	34	19
ENSG00000261188	253	51	30	136	56	316	75	164	70	82	105	51	171	96	151	245	66
ENSG00000261189	49	9	11	299	25	16	139	306	2	58	303	50	2	11	140	45	49
ENSG00000261190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261192	200	2	9	48	9	80	10	6	81	32	32	1	11	15	458	2	49
ENSG00000261193	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1
ENSG00000261194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261195	2	2	0	1	2	1	0	0	0	0	0	0	4	1	5	0	0
ENSG00000261196	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261199	1	0	2	0	0	1	0	0	0	0	1	0	2	0	0	0	0
ENSG00000261200	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000261202	2	1	0	2	0	1	1	0	1	3	1	0	7	2	0	3	0
ENSG00000261203	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000261204	6	0	1	3	0	1	2	6	0	0	2	0	2	5	2	11	2
ENSG00000261205	3	0	0	0	0	1	0	0	0	0	0	0	2	0	1	1	0
ENSG00000261206	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261207	39	5	3	4	1	50	8	7	15	8	12	4	15	11	17	45	18
ENSG00000261208	9	3	2	2	3	1	0	0	5	2	3	3	0	3	2	4	1
ENSG00000261209	0	0	0	0	0	2	1	0	0	3	0	0	0	0	0	2	1
ENSG00000261210	10	5	2	5	1	1	0	1	2	4	2	1	0	0	2	11	3
ENSG00000261211	56	13	6	135	6	48	67	78	86	15	218	16	177	32	28	34	27
ENSG00000261212	3	0	1	0	0	4	0	1	2	3	0	0	0	10	1	4	0
ENSG00000261213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261215	9	4	6	7	3	3	2	5	1	3	9	0	10	5	14	14	6
ENSG00000261216	8	0	5	1	0	12	5	2	9	2	0	0	2	3	13	7	15
ENSG00000261217	5	0	0	2	0	1	0	0	0	0	1	0	2	1	1	1	0
ENSG00000261218	22	12	10	20	65	3	5	1	50	29	9	4	13	10	16	76	35
ENSG00000261219	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000261220	40	11	11	20	15	100	8	7	59	187	21	12	20	68	69	101	65
ENSG00000261221	1655	432	385	734	506	1343	1788	833	1001	396	1545	787	1400	640	1717	1670	1392
ENSG00000261222	7	2	6	2	4	1	0	0	2	0	1	7	8	1	4	14	11
ENSG00000261226	4	1	1	3	2	0	2	1	5	1	1	1	3	0	1	6	4
ENSG00000261227	0	0	0	3	1	0	3	0	1	0	5	0	1	0	0	1	3
ENSG00000261229	26	11	9	20	9	11	13	15	16	5	14	3	27	16	34	32	16
ENSG00000261231	14	10	0	0	65	5	0	1	1	5	0	0	4	2	3	11	5
ENSG00000261232	0	1	2	1	0	0	1	0	1	0	1	0	1	0	1	1	0
ENSG00000261233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261234	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0
ENSG00000261235	4	1	2	37	11	9	16	0	41	2	0	2	10	7	5	4	28
ENSG00000261236	9292	1562	417	3897	852	3022	2857	959	3249	954	1847	1677	5661	2581	4199	2057	5392
ENSG00000261238	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261239	2	2	0	0	0	0	0	0	0	2	1	0	2	0	0	2	1
ENSG00000261240	7	0	0	0	0	0	1	1	0	1	1	0	0	0	2	4	0
ENSG00000261241	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	20
ENSG00000261242	10	2	0	5	0	3	7	3	3	1	11	4	0	3	2	17	6
ENSG00000261243	6	1	0	2	0	2	1	3	4	2	0	1	3	2	11	1	0
ENSG00000261244	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000261245	4	0	3	1	0	5	0	2	0	0	0	1	2	0	5	5	3
ENSG00000261247	3	0	0	4	1	0	0	0	0	0	3	0	0	1	14	2	1
ENSG00000261248	0	0	0	0	0	1	2	0	1	2	1	0	1	1	0	1	0
ENSG00000261249	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000261250	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
ENSG00000261251	16	8	2	12	3	13	9	7	12	11	12	1	15	15	12	47	8
ENSG00000261253	8	5	3	10	2	6	8	5	4	4	3	31	80	23	31	4	8
ENSG00000261257	2	0	5	0	0	1	8	0	0	2	0	0	5	0	1	1	24
ENSG00000261259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261260	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000261261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261265	5	0	2	0	1	6	0	2	0	0	0	0	4	4	4	1	1
ENSG00000261266	8	2	0	0	0	6	2	0	1	2	2	0	0	5	4	4	2
ENSG00000261267	11	2	4	3	0	11	1	3	2	2	5	0	6	0	14	1	5
ENSG00000261268	2	0	0	8	0	0	0	3	0	0	0	3	0	0	1	1	4
ENSG00000261269	156	91	204	118	192	62	68	36	64	29	27	185	334	213	240	204	265
ENSG00000261270	52	10	12	16	13	82	25	58	63	60	14	6	20	12	38	110	18
ENSG00000261272	232	25	13	8	3	15	2	0	333	11	3	16	40	19	184	16	2
ENSG00000261273	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0
ENSG00000261274	0	0	0	6	0	0	0	3	0	0	2	0	0	0	0	0	0
ENSG00000261275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261276	4	0	0	0	1	0	0	0	1	0	0	2	0	1	0	0	0
ENSG00000261278	1	0	0	0	0	0	0	0	1	0	0	2	1	0	1	1	1
ENSG00000261279	0	0	0	1	0	0	0	0	0	1	2	0	1	0	5	1	0
ENSG00000261281	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000261282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261284	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000261285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000261286	80	12	15	7	3	111	87	48	44	23	32	9	84	60	52	104	135
ENSG00000261288	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000261289	15	2	0	2	1	0	0	1	4	0	2	0	0	0	0	10	1
ENSG00000261290	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261291	1	0	2	1	1	6	0	0	1	1	0	0	2	1	2	1	2
ENSG00000261292	14	0	0	0	0	1	0	0	5	1	4	2	0	0	0	1	2
ENSG00000261293	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000261294	0	0	1	0	0	0	0	1	0	0	0	0	4	0	0	3	0
ENSG00000261296	1	1	2	2	0	461	31	12	7	2	1	0	3	81	4	20	13
ENSG00000261298	0	0	0	4	0	1	12	0	0	0	0	0	2	7	724	1	23
ENSG00000261299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261302	6	2	0	1	0	4	4	1	7	2	1	0	0	2	3	7	3
ENSG00000261303	8	1	0	15	0	2	2	0	0	0	0	0	2	0	3	0	0
ENSG00000261304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000261305	13	110	7	11	5	45	11	3	81	1	9	1	3	4	70	14	1
ENSG00000261307	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000261308	29	0	5	9	12	123	121	1	4	5	31	5	13	15	111	27	13
ENSG00000261310	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000261312	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
ENSG00000261313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261314	2	1	0	5	0	0	2	0	4	0	6	0	0	0	0	0	0
ENSG00000261315	0	0	0	1	0	0	0	1	0	0	0	2	3	0	2	0	0
ENSG00000261316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261318	1	3	0	7	1	1	4	4	1	1	4	0	0	1	3	4	0
ENSG00000261319	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	12
ENSG00000261320	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0
ENSG00000261324	371	57	26	41	42	464	212	164	95	201	225	26	66	170	126	320	111
ENSG00000261325	2	2	0	1	6	1	0	1	0	0	0	0	0	0	0	0	1
ENSG00000261326	585	131	46	95	30	297	133	165	163	461	179	16	136	261	213	1306	270
ENSG00000261327	20	4	2	23	18	0	33	6	29	6	0	59	11	5	13	23	22
ENSG00000261329	9	3	0	2	0	3	1	1	0	0	2	1	2	2	4	1	0
ENSG00000261330	1	1	0	3	0	0	1	0	0	1	0	5	5	2	0	1	1
ENSG00000261332	10	2	0	16	0	0	6	54	1	0	2	0	2	0	2	4	1
ENSG00000261333	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0
ENSG00000261334	16	2	0	2	0	4	5	1	0	0	0	0	2	3	0	8	1
ENSG00000261335	19	1	0	15	4	11	9	10	6	5	10	1	6	3	5	12	4
ENSG00000261336	3	1	0	1	0	0	1	0	1	1	1	4	9	2	0	0	0
ENSG00000261338	170	46	149	38	151	83	63	6	157	32	65	49	124	117	134	93	112
ENSG00000261340	2	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0
ENSG00000261341	1	1	0	18	1	1	2	5	4	0	19	0	1	6	6	3	2
ENSG00000261342	130	13	4	18	11	15	32	27	22	1	49	6	24	12	56	25	45
ENSG00000261346	2	0	0	2	0	0	3	1	1	0	0	0	0	0	0	2	0
ENSG00000261347	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000261348	1	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ENSG00000261349	31	0	3	3	0	64	16	8	24	13	0	3	7	29	9	1	10
ENSG00000261350	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000261351	164	29	56	42	35	92	43	59	63	26	141	33	72	66	76	90	62
ENSG00000261356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261357	4	0	3	4	2	3	3	3	3	0	1	5	7	5	0	10	11
ENSG00000261359	3	4	2	13	5	1	6	1	3	0	11	1	2	0	2	7	7
ENSG00000261360	66	10	1	8	3	101	34	27	22	16	17	1	6	24	4	52	19
ENSG00000261362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261363	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	4
ENSG00000261364	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261365	0	0	0	14	0	0	0	0	0	0	5	0	0	0	0	0	0
ENSG00000261366	69	6	4	12	3	42	6	8	26	15	19	1	16	24	22	83	7
ENSG00000261367	9	0	2	1	0	4	0	0	0	1	1	0	3	2	2	8	0
ENSG00000261368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
